"","Group.1","points","position","matches_played","shot.statsbomb_xg.for.pg","shot.statsbomb_xg.against.pg","shot.statsbomb_xg_np.for.pg","shot.statsbomb_xg_np.against.pg","shots.pg","shots.np.pg","shots.on.target.pg","shots.against.pg","shots.np.against.pg","shots.on.target.against.pg","shot.distance.pg","shot.distance.against.pg","pass.pg","pass.success.pg","pass.length.pg"
"3","Accrington Stanley",33,16,25,1.117538720144,1.252660383984,1.023518720144,1.158640383984,12.72,12.6,4.08,11.28,11.16,3.76,19.1351495457645,17.4813387472837,412.56,0.622939693620322,24.6296528989723
"14","Barnet",38,12,26,1.64071742711538,1.03809424628846,1.45990973480769,0.947690400134615,14.1538461538462,13.9230769230769,4.84615384615385,10.0769230769231,9.96153846153846,3.30769230769231,16.139052714616,18.5299750446689,429.923076923077,0.673734120594024,23.7226448435051
"20","Barrow",24,19,26,1.18503687756923,1.50771982579615,1.18503687756923,1.44745059502692,11.2307692307692,11.2307692307692,3.26923076923077,14.5384615384615,14.4615384615385,5.03846153846154,17.1749786000109,18.1395920404005,405.076923076923,0.663216862894037,24.4080731591626
"39","Bristol Rovers",21,22,26,1.09741995302692,1.33943209115385,1.06728533764231,1.18875901423077,10.6923076923077,10.6538461538462,2.57692307692308,11.7307692307692,11.5384615384615,4,16.8290669562298,17.4086136073121,414.153846153846,0.666419019316493,24.9577404513791
"42","Bromley",55,1,27,1.46283092585185,1.1868768514,1.3757753702963,1.15785833288148,13.4814814814815,13.3703703703704,4.40740740740741,10.4444444444444,10.4074074074074,3.40740740740741,16.4921724034101,17.031894947074,338.888888888889,0.531584699453552,27.3397538177268
"52","Cambridge United",44,6,25,1.207127364952,0.920913510048,1.175787364952,0.795553510048,10.96,10.92,3.32,8.52,8.36,3.04,16.6503816367694,17.9350099684015,411.2,0.638035019455253,24.9683834404932
"64","Cheltenham Town",30,18,27,0.909368711140741,1.5621983519,0.851331674103704,1.41710575930741,10,9.92592592592593,2.88888888888889,15.3703703703704,15.1851851851852,5.18518518518519,20.0245013967722,17.6597177681265,406,0.670771756978654,24.9057171894089
"67","Chesterfield",41,9,27,1.25568056177037,1.35752712952963,1.22666204325185,1.1543974999,11.2222222222222,11.1851851851852,3.74074074074074,10.5555555555556,10.2962962962963,3.92592592592593,16.7711467256634,16.8512333825641,524.296296296296,0.749222944334558,22.8389744510314
"70","Colchester United",42,7,26,1.42912580375385,0.993112247719231,1.27845272683077,0.962977632334615,11.4230769230769,11.2307692307692,4.03846153846154,10.7307692307692,10.6923076923077,3.19230769230769,17.685596244221,17.6258443277017,445.807692307692,0.728237425588819,23.0298413670865
"74","Crawley Town",22,20,27,1.36531871607407,1.37304718025185,1.22022612348148,1.2859916246963,13.7037037037037,13.5185185185185,4.40740740740741,12.5185185185185,12.4074074074074,4.7037037037037,18.3935548196913,17.4064245562588,480.555555555556,0.741040462427746,22.6997654114528
"76","Crewe Alexandra",39,11,26,1.34907315595769,1.34031076089231,1.19840007903462,1.24990691473846,12.7307692307692,12.5384615384615,4.03846153846154,13.5769230769231,13.4615384615385,4.34615384615385,17.8858899859795,17.7417960430578,421.384615384615,0.677528294998174,24.3667518020445
