"","Group.1","points","position","matches_played","shot.statsbomb_xg.for.pg","shot.statsbomb_xg.against.pg","shot.statsbomb_xg_np.for.pg","shot.statsbomb_xg_np.against.pg","shots.pg","shots.np.pg","shots.on.target.pg","shots.against.pg","shots.np.against.pg","shots.on.target.against.pg","shot.distance.pg","shot.distance.against.pg","pass.pg","pass.success.pg","pass.length.pg"
"4","Accrington Stanley",33,14,24,1.14309985046667,1.26494177478333,1.04516235046667,1.16700427478333,12.6666666666667,12.5416666666667,4.04166666666667,11.2916666666667,11.1666666666667,3.83333333333333,18.791295399318,17.3460365289984,407.125,0.619486234776379,24.6780329546618
"16","Barnet",35,11,24,1.62544866809167,1.04228454650417,1.462219501425,0.944347046504167,14.5,14.2916666666667,5,9.95833333333333,9.83333333333333,3.16666666666667,16.1962130586012,18.7825896667879,438.333333333333,0.678802281368821,23.5296268118536
"22","Barrow",24,19,24,1.15197440564583,1.5511260458625,1.15197440564583,1.48583437919583,11.125,11.125,3.20833333333333,15.0833333333333,15,5.20833333333333,17.1474290915742,18.2017213720419,399.583333333333,0.660479666319082,24.5305376967987
"38","Bristol Rovers",21,20,24,1.16575526527083,1.3387600083625,1.1331094319375,1.17553084169583,11.0833333333333,11.0416666666667,2.66666666666667,11.7916666666667,11.5833333333333,4.04166666666667,16.6824463787416,17.2458868137611,420,0.673214285714286,24.8516556726637
"42","Bromley",51,1,25,1.426449412408,1.160497898224,1.363769412408,1.129157898224,13.28,13.2,4.32,10.44,10.4,3.4,16.7118064248075,17.1083307237436,338.72,0.532239017477563,27.3546206226027
"50","Cambridge United",41,6,24,1.21462159479583,0.8915821205,1.1819757614625,0.7936446205,10.9166666666667,10.875,3.25,8.5,8.375,3,16.6265689685916,18.031640520474,407.375,0.634857318195766,24.9868448162289
"63","Cheltenham Town",30,18,25,0.843898178028,1.600277376632,0.812558178028,1.443577376632,9.96,9.92,2.76,15.72,15.52,5.24,20.0474662721977,17.7013151682437,403.08,0.668452912573187,24.9167839466409
"67","Chesterfield",40,7,25,1.284334437712,1.360147100316,1.252994437712,1.172107100316,11.44,11.4,3.8,10.64,10.4,3.88,16.8642122208254,16.9417721292213,522.44,0.749176938978639,22.8110223052446
"71","Colchester United",36,9,24,1.46285476194583,1.01668587070833,1.29962559527917,0.984040037375,11.5833333333333,11.375,4.16666666666667,11.0833333333333,11.0416666666667,3.375,17.6024055216774,17.5647274416488,445.625,0.728190743338008,23.0717616910612
"74","Crawley Town",19,21,25,1.419077584912,1.405420463644,1.262377584912,1.311400463644,14.04,13.84,4.48,12.56,12.44,4.8,18.2842463592221,17.4857236237091,486.16,0.745351324666776,22.5300910164226
"77","Crewe Alexandra",36,10,25,1.3560308079,1.308070452408,1.1993308079,1.214050452408,12.96,12.76,4.08,13.56,13.44,4.28,17.9832604087209,17.815010982565,424.12,0.679147411110063,24.3148432276903
"100","Fleetwood Town",34,13,24,1.3542434088875,1.41862732734583,1.2563059088875,1.32068982734583,12.0833333333333,11.9583333333333,4.29166666666667,14.875,14.75,3.95833333333333,17.3535517943255,18.2937816737994,399.458333333333,0.656931261082716,25.4359608475748
"112","Gillingham",32,16,24,1.31521710078333,1.28586041691667,1.02140460078333,1.15527708358333,12.7916666666667,12.4166666666667,3.95833333333333,12.375,12.2083333333333,3.375,16.9786502145516,17.9395336442145,352.083333333333,0.587692307692308,26.7471744507337
"115","Grimsby Town",34,12,24,1.6106026434,0.941001796033333,1.38208181006667,0.9083559627,13.9583333333333,13.6666666666667,4.45833333333333,9.45833333333333,9.41666666666667,3.25,17.7270814589866,17.5837042410822,480.041666666667,0.712524954431039,22.6302920046437
"122","Harrogate Town",18,23,25,0.906636391284,1.849345306976,0.843956391284,1.723985306976,10,9.92,3.08,17,16.84,4.84,19.6445354454432,17.2896223288676,413.92,0.64321608040201,24.2263409787833
"144","Milton Keynes Dons",41,5,25,1.325715883964,1.116939449792,1.200355883964,1.022919449792,11.72,11.56,4.2,10.28,10.16,3.32,16.9805229723023,18.0535184834364,405.64,0.654964993590376,23.8128136615028
"152","Newport County AFC",17,24,24,1.04578332394167,1.55402403142917,0.980491657275,1.42344069809583,10.4166666666667,10.3333333333333,3.375,14.5416666666667,14.375,4.58333333333333,18.5277383857328,16.9510387966541,409.208333333333,0.692088382038489,24.810998178047
"157","Notts County",39,8,24,1.06478904714583,1.06755465132917,0.999497380479167,1.0022629846625,10.5416666666667,10.4583333333333,4,9.91666666666667,9.83333333333333,3.29166666666667,18.285848753959,18.008537544995,495.625,0.746784363177806,21.8188395416671
"163","Oldham Athletic",32,15,24,1.4646625852875,1.11332619877917,1.3667250852875,1.0480345321125,14.5,14.375,4.33333333333333,12.0416666666667,11.9583333333333,3.375,17.5585773287461,17.8158373195223,382.083333333333,0.624754634678299,25.687323737012
"188","Salford City",43,4,24,1.69410941902083,1.3049856637,1.49823441902083,1.17440233036667,14.7083333333333,14.4583333333333,4.875,12.0833333333333,11.9166666666667,4.125,17.724246707609,17.2066378304336,388.291666666667,0.637300139499946,25.2597109025539
"197","Shrewsbury Town",19,22,24,0.869095274945833,1.2343875692,0.869095274945833,1.1364500692,11.4583333333333,11.4583333333333,2.79166666666667,12.25,12.125,4.20833333333333,18.5831734010018,18.5811679060413,380.75,0.628693368351937,26.0197134784088
"213","Swindon Town",46,2,24,1.3499476414125,1.1538129209625,1.28465597474583,1.12116708762917,12.5833333333333,12.5,4.58333333333333,11.5,11.4583333333333,3.375,17.9934197459665,17.7622630027825,449.291666666667,0.699434294723175,24.6975044431828
"219","Tranmere Rovers",32,17,25,1.21143920026,1.400918325996,1.14875920026,1.275558325996,13.04,12.96,3.8,13.96,13.8,4.24,18.5012251796183,17.5366717432434,421.12,0.659669452887538,24.8399112903685
"223","Walsall",43,3,24,1.1231009009125,0.988809035454167,1.09045506757917,0.9235173687875,11.0833333333333,11.0416666666667,4,11.2083333333333,11.125,3.20833333333333,17.0880948391373,18.2369452656217,328.083333333333,0.604521209042418,26.7344638562992
