"","Group.1","points","position","matches_played","shot.statsbomb_xg.for.pg","shot.statsbomb_xg.against.pg","shot.statsbomb_xg_np.for.pg","shot.statsbomb_xg_np.against.pg","shots.pg","shots.np.pg","shots.on.target.pg","shots.against.pg","shots.np.against.pg","shots.on.target.against.pg","shot.distance.pg","shot.distance.against.pg","pass.pg","pass.success.pg","pass.length.pg"
"5","Accrington Stanley",1,21,3,0.920409536033333,0.852567126333333,0.659242869366667,0.852567126333333,10.3333333333333,10,3,11.3333333333333,11.3333333333333,3,18.7940413004491,18.8636465900065,380.666666666667,0.595446584938704,26.1087420855517
"20","Barnet",3,20,4,0.981844263,1.26553695525,0.981844263,1.26553695525,12.5,12.5,4,8.75,8.75,4,18.4311477622419,20.0349491398927,520.5,0.752641690682036,22.3877231049952
"27","Barrow",6,14,5,1.05569841324,1.17993482068,1.05569841324,1.17993482068,10.6,10.6,2.4,14.6,14.6,4.6,17.9236364908554,20.5631352664408,394.6,0.672579827673593,25.0336221083122
"46","Bristol Rovers",4,19,5,1.4126445032,1.1036459508,1.2559445032,1.1036459508,12.4,12.2,2.6,10.6,10.6,3.4,14.9303522646849,16.1504691892758,395.4,0.673748103186646,25.3758669327213
"50","Bromley",8,9,4,1.789551833825,0.875162437375,1.593676833825,0.875162437375,15.25,15,3.5,10.75,10.75,3.25,16.1191805637337,17.9770008731232,329.75,0.555724033358605,28.7875560840788
"57","Cambridge United",7,12,5,1.30040612706,0.5774163572,1.30040612706,0.5774163572,12.4,12.4,3.2,7.6,7.6,3,16.9471945202784,17.671030895659,441.6,0.655344202898551,24.3493127475906
"68","Cheltenham Town",0,24,4,0.597105513975,2.128990179825,0.597105513975,1.933115179825,8.5,8.5,2.75,15.75,15.5,5.5,19.9701475145105,16.6593294280109,357.25,0.572428271518544,26.4965124889923
"72","Chesterfield",12,2,5,1.4313903455,1.25782819472,1.4313903455,0.94442819472,12.8,12.8,5.6,8.4,8,3.2,16.9601341171166,17.228215467074,537.8,0.772777984380811,22.4598201325772
"78","Colchester United",5,15,5,0.8999984372,1.34360357238,0.8999984372,1.34360357238,12.2,12.2,3.8,12.2,12.2,3,19.1820158232928,16.5833723098309,491.6,0.774613506916192,22.1392602257933
"84","Crawley Town",1,22,5,1.1518143747,1.4330565372,1.1518143747,1.2763565372,14.4,14.4,3.8,13,12.8,3.6,18.9314369644646,16.4380775287307,418.8,0.70152817574021,24.233390725191
"90","Crewe Alexandra",12,1,4,1.9490112884,1.063920326825,1.9490112884,0.672170326825,17,17,6.25,11.25,10.75,4,16.9255853786579,18.9370772953634,375,0.623333333333333,26.3162016604
"112","Fleetwood Town",8,11,5,1.37577588758,1.62107514732,1.21907588758,1.46437514732,10.8,10.6,4.2,18.2,18,5,17.105433605204,17.5349181119286,352.8,0.633219954648526,27.0415654375283
"127","Gillingham",8,8,4,1.06508037215,0.677774228775,0.67333037215,0.677774228775,8.25,7.75,2.5,8.75,8.75,2.5,17.5589950480628,17.5628437724781,329.25,0.578587699316629,27.2646827527714
"132","Grimsby Town",10,4,4,2.0287555281,0.80773052005,1.6370055281,0.61185552005,17.5,17,4.75,9.25,9,2.5,17.580158378015,19.6044307107138,452.75,0.711761457758145,23.1159687529818
"141","Harrogate Town",8,10,5,0.97635925048,1.8403840256,0.81965925048,1.8403840256,9.8,9.6,3,15.4,15.4,3.6,20.1348348199173,16.0940790789271,387.8,0.628158844765343,24.3274211683032
"171","Milton Keynes Dons",11,3,5,1.3672543264,0.8201672984,1.2105543264,0.6634672984,13,12.8,4,8.8,8.6,2.6,16.8696447133008,19.3152227738078,432.2,0.670985654789449,23.7213855844979
"181","Newport County AFC",4,18,5,1.12861188936,1.7337504972,0.97191188936,1.2636504972,9.4,9.2,2.6,16.2,15.6,4.2,18.1056792092216,16.7234603349153,346.2,0.630271519352975,25.7960952087926
"189","Notts County",4,16,4,1.0304248589,1.05550763195,0.8345498589,1.05550763195,10.25,10,5,9,9,3,18.3944284280913,15.1242275184841,535,0.813084112149533,20.401792668986
"195","Oldham Athletic",4,17,5,1.32706208368,0.9152161194,1.32706208368,0.9152161194,14,14,2.6,10.6,10.6,2.8,16.25666834125,15.7434491192805,352.2,0.614991482112436,26.2926290120727
"221","Salford City",9,5,4,1.176026839875,1.744749241075,0.980151839875,1.548874241075,10.75,10.5,4,13.5,13.25,4,16.9207036202128,16.371493134992,336.75,0.587973273942094,25.9672733473645
"229","Shrewsbury Town",1,23,5,0.75809135266,1.07877440512,0.75809135266,1.07877440512,8.8,8.8,2.2,12.2,12.2,5.4,15.9942898853175,19.9134878555529,422.6,0.701845716990061,24.7265653725509
"255","Swindon Town",9,6,5,1.301115376,1.1084136642,1.144415376,1.1084136642,12.4,12.2,5,10,10,4.2,18.6724708409967,17.4369168558149,424.4,0.685673892554194,26.2721983192978
"263","Tranmere Rovers",8,7,4,0.8599994905,0.796377782625,0.8599994905,0.796377782625,10.5,10.5,3,12,12,2,18.8767906599291,18.8552618885736,374.5,0.66154873164219,26.1196493777036
"269","Walsall",6,13,4,0.6758366343,1.1299638476,0.6758366343,0.9340888476,7.25,7.25,2.75,12,11.75,3.25,18.8122304295978,18.0458434279324,338.5,0.628508124076809,26.7680037737814
